Index,CO,NO2,O3,SO2,PM2.5
1864,0.2,4.0,113.0,2.0,15.0
1865,0.2,4.0,112.0,2.0,10.0
1866,0.2,10.0,96.0,2.0,15.0
1867,0.2,9.0,91.0,2.0,15.0
1868,0.2,8.0,81.0,2.0,7.0
1869,0.2,11.0,55.0,2.0,10.0
1870,0.3,15.0,43.0,2.0,12.0
1871,0.3,15.0,41.0,2.0,13.0
1872,0.5,23.0,59.0,7.0,32.0
1873,0.5,26.0,76.0,10.0,32.0
1874,0.3,15.0,132.0,7.0,35.0
1875,0.3,11.0,141.0,9.0,29.0
1876,0.3,12.0,138.0,11.0,30.0
1877,0.3,14.0,140.0,10.0,35.0
1878,0.4,14.0,121.0,10.0,28.0
1879,0.4,15.0,111.0,10.0,28.0
1880,0.4,18.0,99.0,10.0,32.0
1881,0.4,15.0,87.0,8.0,27.0
1882,0.4,13.0,85.0,7.0,34.0
1883,0.1,3.0,82.0,2.0,9.0
1884,0.1,2.0,92.0,2.0,3.0
1885,0.1,2.0,91.0,2.0,9.0
1886,0.1,2.0,94.0,2.0,4.0
1887,0.1,2.0,108.0,2.0,7.0
1888,0.1,2.0,109.0,2.0,3.0
1889,0.2,8.0,91.0,3.0,22.0
1890,0.1,2.0,110.0,2.0,10.0
1891,0.1,2.0,115.0,2.0,14.0
1892,0.1,3.0,120.0,2.0,24.0
1893,0.1,2.0,125.0,2.0,8.0
1894,0.1,2.0,125.0,2.0,16.0
1895,0.1,2.0,121.0,2.0,3.0
1896,0.1,2.0,116.0,2.0,11.0
1897,0.1,2.0,113.0,2.0,3.0
1898,0.1,2.0,111.0,2.0,3.0
1899,0.1,2.0,108.0,2.0,8.0
1900,0.1,2.0,105.0,2.0,3.0
1901,0.1,2.0,97.0,2.0,4.0
1902,0.1,2.0,92.0,2.0,3.0
1903,0.1,2.0,86.0,2.0,3.0
1904,0.1,2.0,82.0,2.0,20.0
1905,0.1,2.0,79.0,2.0,6.0
1906,0.1,2.0,72.0,2.0,19.0
1907,0.1,5.0,67.0,2.0,21.0
1908,0.1,2.0,72.0,2.0,4.0
1909,0.1,6.0,62.0,2.0,3.0
1910,0.1,13.0,47.0,2.0,3.0
1911,0.1,9.0,56.0,2.0,10.0
1912,0.1,7.0,60.0,2.0,7.0
1913,0.1,4.0,67.0,2.0,3.0
1914,0.1,2.0,78.0,2.0,3.0
1915,0.1,2.0,82.0,2.0,3.0
1916,0.1,2.0,86.0,2.0,3.0
1917,0.1,2.0,89.0,2.0,3.0
1918,0.1,2.0,90.0,2.0,4.0
1919,0.1,2.0,93.0,2.0,11.0
1920,0.1,2.0,95.0,2.0,8.0
1921,0.1,2.0,94.0,2.0,4.0
1922,0.1,5.0,91.0,2.0,3.0
1923,0.1,6.0,89.0,2.0,4.0
1924,0.1,6.0,86.0,2.0,5.0
1925,0.2,7.0,77.0,2.0,3.0
1926,0.2,7.0,70.0,2.0,17.0
1927,0.2,7.0,67.0,2.0,3.0
1928,0.2,11.0,57.0,2.0,11.0
1929,0.2,16.0,45.0,2.0,4.0
1930,0.2,14.0,50.0,2.0,12.0
1931,0.2,11.0,54.0,2.0,15.0
1932,0.2,8.0,53.0,2.0,3.0
1933,0.2,16.0,41.0,2.0,7.0
1934,0.2,18.0,38.0,2.0,10.0
1935,0.2,16.0,46.0,3.0,9.0
1936,0.2,13.0,53.0,4.0,10.0
1937,0.2,9.0,67.0,3.0,11.0
1938,0.1,2.0,95.0,2.0,6.0
1939,0.1,2.0,103.0,2.0,3.0
1940,0.1,2.0,107.0,2.0,3.0
1941,0.1,2.0,109.0,2.0,3.0
1942,0.1,2.0,110.0,2.0,3.0
1943,0.1,2.0,111.0,2.0,12.0
1944,0.1,2.0,111.0,2.0,3.0
1945,0.1,2.0,111.0,2.0,12.0
1946,0.1,2.0,110.0,2.0,3.0
1947,0.1,2.0,105.0,2.0,3.0
1948,0.1,2.0,101.0,2.0,3.0
1949,0.1,2.0,100.0,2.0,5.0
1950,0.2,3.0,93.0,2.0,12.0
1951,0.2,5.0,76.0,2.0,3.0
1952,0.2,5.0,71.0,2.0,9.0
1953,0.2,13.0,55.0,2.0,15.0
1954,0.2,21.0,36.0,2.0,16.0
1955,0.2,25.0,32.0,3.0,4.0
1956,0.2,23.0,33.0,3.0,7.0
1957,0.2,21.0,38.0,4.0,11.0
1958,0.2,16.0,48.0,5.0,17.0
1959,0.2,11.0,59.0,4.0,6.0
1960,0.2,10.0,64.0,2.0,15.0
1961,0.2,6.0,76.0,2.0,23.0
1962,0.1,3.0,103.0,2.0,8.0
1963,0.1,2.0,110.0,2.0,10.0
1964,0.1,2.0,118.0,2.0,3.0
1965,0.3,2.0,112.0,15.0,4.0
1966,0.3,2.0,112.0,14.0,6.0
1967,0.3,2.0,111.0,13.0,10.0
1968,0.3,2.0,110.0,13.0,7.0
1969,0.3,4.0,99.0,13.0,13.0
1970,0.3,8.0,88.0,13.0,22.0
1971,0.3,7.0,88.0,13.0,10.0
1972,0.3,13.0,69.0,13.0,11.0
1973,0.3,10.0,70.0,12.0,15.0
1974,0.3,9.0,57.0,5.0,11.0
1975,0.2,20.0,45.0,6.0,15.0
1976,0.2,26.0,43.0,7.0,14.0
1977,0.2,20.0,42.0,6.0,12.0
1978,0.2,16.0,47.0,7.0,12.0
1979,0.2,19.0,47.0,7.0,21.0
1980,0.2,15.0,56.0,7.0,17.0
1981,0.2,9.0,76.0,7.0,14.0
1982,0.2,4.0,100.0,7.0,18.0
1983,0.2,2.0,129.0,8.0,21.0
1984,0.2,2.0,132.0,7.0,20.0
1985,0.3,4.0,139.0,8.0,18.0
1986,0.3,4.0,144.0,7.0,20.0
1987,0.3,4.0,145.0,6.0,25.0
1988,0.3,5.0,151.0,7.0,17.0
1989,0.4,5.0,150.0,9.0,21.0
1990,0.3,5.0,152.0,9.0,15.0
1991,0.2,2.0,119.0,9.0,21.0
1992,0.2,2.0,100.0,9.0,13.0
1993,0.2,2.0,99.0,8.0,22.0
1994,0.2,2.0,94.0,8.0,18.0
1995,0.2,4.0,81.0,8.0,16.0
1996,0.2,7.0,69.0,8.0,19.0
1997,0.2,7.0,61.0,8.0,17.0
1998,0.3,12.0,48.0,8.0,20.0
1999,0.3,20.0,40.0,8.0,18.0
2000,0.3,16.0,44.0,9.0,19.0
2001,0.3,19.0,39.0,8.0,20.0
2002,0.3,21.0,37.0,8.0,23.0
2003,0.3,16.0,46.0,8.0,17.0
2004,0.3,14.0,56.0,8.0,20.0
2005,0.3,14.0,65.0,9.0,24.0
2006,0.3,7.0,97.0,9.0,26.0
2007,0.4,13.0,106.0,9.0,26.0
2008,0.3,8.0,123.0,8.0,32.0
2009,0.2,3.0,122.0,6.0,44.0
2010,0.2,2.0,120.0,6.0,40.0
2011,0.3,2.0,130.0,6.0,34.0
2012,0.2,3.0,135.0,5.0,28.0
2013,0.3,12.0,158.0,5.0,28.0
2014,0.3,15.0,150.0,5.0,37.0
2015,0.3,16.0,138.0,5.0,51.0
2016,0.3,19.0,125.0,6.0,40.0
2017,0.3,15.0,117.0,8.0,31.0
2018,0.3,13.0,107.0,8.0,34.0
2019,0.3,14.0,98.0,9.0,35.0
2020,0.3,17.0,85.0,8.0,34.0
2021,0.3,21.0,75.0,4.0,32.0
2022,0.3,18.0,75.0,6.0,28.0
2023,0.3,15.0,72.0,6.0,26.0
2024,0.3,13.0,75.0,6.0,28.0
2025,0.3,16.0,66.0,5.0,33.0
2026,0.3,13.0,68.0,6.0,38.0
2027,0.3,10.0,73.0,6.0,31.0
2028,0.3,10.0,76.0,6.0,37.0
2029,0.3,7.0,94.0,6.0,34.0
2030,0.9,25.0,100.0,8.0,50.0
2031,0.1,32.0,111.0,11.0,55.0
2032,0.9,23.0,134.0,10.0,58.0
2033,0.7,11.0,161.0,8.0,55.0
2034,0.6,8.0,178.0,5.0,53.0
2035,0.4,7.0,162.0,3.0,39.0
2036,0.4,9.0,159.0,3.0,38.0
2037,0.4,12.0,152.0,3.0,41.0
2038,0.4,15.0,129.0,4.0,36.0
2039,0.4,17.0,102.0,4.0,50.0
2040,0.4,13.0,102.0,4.0,135.0
2041,0.4,15.0,88.0,4.0,106.0
2042,0.4,17.0,75.0,5.0,37.0
2043,0.4,20.0,65.0,5.0,37.0
2044,0.4,21.0,59.0,5.0,45.0
2045,0.4,23.0,48.0,6.0,43.0
2046,0.4,22.0,42.0,5.0,34.0
2047,0.5,17.0,49.0,5.0,33.0
2048,0.5,17.0,51.0,5.0,30.0
2049,0.5,16.0,54.0,6.0,37.0
2050,0.5,14.0,61.0,5.0,37.0
2051,0.5,15.0,70.0,6.0,36.0
2052,0.5,16.0,76.0,6.0,66.0
2053,0.8,15.0,103.0,8.0,53.0
2054,0.9,16.0,112.0,10.0,96.0
2055,0.8,15.0,122.0,10.0,45.0
2056,0.8,13.0,136.0,10.0,39.0
2057,0.9,13.0,145.0,9.0,37.0
2058,1.1,18.0,149.0,11.0,48.0
2059,1.1,18.0,153.0,11.0,46.0
2060,0.1,17.0,157.0,10.0,46.0
2061,0.7,13.0,155.0,9.0,33.0
2062,0.5,13.0,146.0,8.0,28.0
2063,0.6,18.0,126.0,7.0,38.0
2064,0.5,20.0,107.0,7.0,40.0
2065,0.6,19.0,93.0,7.0,31.0
2066,0.6,19.0,84.0,7.0,30.0
2067,0.6,19.0,80.0,8.0,34.0
2068,0.5,19.0,70.0,4.0,25.0
2069,0.6,21.0,61.0,6.0,29.0
2070,0.6,16.0,66.0,6.0,24.0
2071,0.6,14.0,64.0,6.0,22.0
2072,0.6,17.0,62.0,6.0,29.0
2073,0.6,18.0,62.0,5.0,28.0
2074,0.6,14.0,75.0,6.0,27.0
2075,0.6,12.0,88.0,7.0,27.0
2076,0.7,13.0,102.0,7.0,28.0
2077,0.6,12.0,123.0,7.0,28.0
2078,0.6,10.0,153.0,8.0,31.0
2079,0.6,12.0,177.0,8.0,35.0
2080,0.9,17.0,200.0,9.0,53.0
2081,0.1,13.0,228.0,9.0,72.0
2082,1.2,15.0,232.0,7.0,70.0
2083,1.3,16.0,242.0,7.0,71.0
2084,1.3,17.0,248.0,7.0,76.0
2085,1.2,19.0,249.0,6.0,78.0
2086,0.1,17.0,235.0,6.0,77.0
2087,0.1,19.0,242.0,6.0,80.0
2088,0.1,16.0,239.0,6.0,87.0
2089,0.7,15.0,204.0,6.0,56.0
2090,0.7,15.0,178.0,5.0,47.0
2091,0.8,18.0,167.0,5.0,61.0
2092,0.9,20.0,152.0,6.0,69.0
2093,0.9,22.0,130.0,6.0,69.0
2094,0.9,22.0,117.0,6.0,65.0
2095,0.9,21.0,108.0,6.0,71.0
2096,0.9,21.0,94.0,6.0,74.0
2097,0.9,20.0,89.0,6.0,72.0
2098,0.1,24.0,91.0,6.0,80.0
2099,1.2,33.0,95.0,8.0,86.0
2100,0.8,9.0,189.0,2.0,46.0
2101,0.7,9.0,143.0,2.0,45.0
2102,0.6,10.0,127.0,2.0,38.0
2103,0.7,12.0,122.0,2.0,35.0
2104,0.7,11.0,108.0,2.0,38.0
2105,0.7,10.0,103.0,2.0,44.0
2106,0.8,12.0,103.0,2.0,42.0
2107,0.8,13.0,93.0,4.0,38.0
2108,0.6,11.0,82.0,4.0,34.0
2109,0.5,10.0,74.0,5.0,21.0
2110,0.3,7.0,74.0,3.0,16.0
2111,0.3,7.0,79.0,3.0,15.0
2112,0.3,9.0,83.0,5.0,14.0
2113,0.3,9.0,90.0,3.0,18.0
2114,0.3,8.0,103.0,4.0,22.0
2115,0.3,8.0,117.0,4.0,17.0
2116,0.3,8.0,133.0,4.0,16.0
2117,0.3,8.0,137.0,2.0,26.0
2118,0.3,11.0,137.0,2.0,17.0
2119,0.4,21.0,112.0,2.0,35.0
2120,0.5,25.0,99.0,2.0,39.0
2121,0.5,32.0,83.0,2.0,36.0
2122,0.5,34.0,74.0,2.0,35.0
2123,0.5,33.0,70.0,3.0,33.0
2124,0.5,31.0,57.0,2.0,26.0
2125,0.7,20.0,236.0,3.0,3.0
2126,0.5,13.0,76.0,2.0,3.0
2127,0.5,16.0,58.0,2.0,3.0
2128,0.5,11.0,76.0,3.0,3.0
2129,0.6,10.0,93.0,5.0,3.0
2130,0.4,7.0,108.0,4.0,3.0
2131,0.3,6.0,119.0,4.0,3.0
2132,0.3,5.0,124.0,5.0,3.0
2133,0.4,6.0,135.0,5.0,3.0
2134,0.4,7.0,129.0,5.0,3.0
2135,0.4,8.0,120.0,5.0,3.0
2136,0.5,13.0,98.0,5.0,3.0
2137,0.5,14.0,85.0,4.0,3.0
2138,0.4,16.0,73.0,3.0,9.0
2139,0.4,17.0,63.0,4.0,9.0
2140,0.7,22.0,47.0,6.0,8.0
2141,0.7,6.0,105.0,6.0,6.0
2142,0.6,5.0,112.0,5.0,9.0
2143,0.5,6.0,121.0,4.0,23.0
2144,0.5,7.0,129.0,3.0,3.0
2145,0.5,8.0,140.0,3.0,3.0
2146,0.5,9.0,149.0,3.0,3.0
2147,0.5,10.0,159.0,3.0,3.0
2148,0.5,19.0,163.0,4.0,3.0
2149,0.6,26.0,186.0,5.0,20.0
2150,0.5,22.0,169.0,5.0,8.0
2151,0.5,20.0,144.0,3.0,11.0
2152,0.5,20.0,127.0,3.0,6.0
2153,0.5,26.0,117.0,4.0,7.0
2154,0.5,28.0,102.0,4.0,14.0
2155,0.5,26.0,97.0,4.0,10.0
2156,0.7,25.0,93.0,6.0,18.0
2157,0.9,26.0,84.0,9.0,33.0
2158,0.8,26.0,69.0,8.0,40.0
2159,0.5,24.0,59.0,3.0,33.0
2160,0.6,23.0,60.0,4.0,37.0
2161,0.7,21.0,74.0,6.0,43.0
2162,0.7,20.0,91.0,7.0,33.0
2163,0.8,20.0,109.0,8.0,35.0
2164,0.9,19.0,149.0,19.0,49.0
2165,0.8,17.0,182.0,21.0,59.0
2166,0.6,11.0,197.0,12.0,28.0
2167,0.5,10.0,199.0,8.0,28.0
2168,0.6,11.0,216.0,9.0,5.0
2169,0.5,9.0,196.0,7.0,3.0
2170,0.5,10.0,208.0,7.0,3.0
2171,0.5,13.0,233.0,7.0,7.0
2172,0.5,14.0,251.0,8.0,16.0
2173,0.4,15.0,237.0,8.0,11.0
2174,0.4,16.0,211.0,7.0,14.0
2175,0.4,16.0,198.0,9.0,12.0
2176,0.4,17.0,182.0,9.0,12.0
2177,0.4,28.0,145.0,8.0,12.0
2178,0.5,15.0,98.0,7.0,41.0
2179,0.6,14.0,114.0,8.0,46.0
2180,0.5,12.0,150.0,10.0,27.0
2181,0.5,12.0,173.0,9.0,44.0
2182,0.5,11.0,199.0,12.0,31.0
2183,0.6,11.0,228.0,14.0,40.0
2184,0.5,12.0,239.0,14.0,35.0
2185,0.6,14.0,240.0,14.0,42.0
2186,0.8,17.0,251.0,18.0,56.0
2187,0.8,16.0,254.0,21.0,53.0
2188,0.7,14.0,237.0,19.0,37.0
2189,0.5,15.0,165.0,11.0,3.0
2190,0.4,19.0,144.0,12.0,3.0
2191,0.5,21.0,129.0,17.0,6.0
2192,0.5,17.0,124.0,10.0,27.0
2193,0.5,14.0,99.0,4.0,45.0
2194,0.4,10.0,87.0,3.0,44.0
2195,0.4,8.0,93.0,4.0,43.0
2196,0.4,9.0,80.0,3.0,55.0
2197,0.4,12.0,78.0,3.0,60.0
2198,0.4,9.0,88.0,3.0,56.0
2199,0.4,7.0,105.0,4.0,51.0
2200,0.4,6.0,108.0,4.0,52.0
2201,0.4,6.0,107.0,4.0,50.0
2202,0.4,6.0,97.0,3.0,52.0
2203,0.4,6.0,94.0,3.0,53.0
2204,0.4,7.0,95.0,3.0,48.0
2205,0.4,9.0,90.0,2.0,52.0
2206,0.4,8.0,102.0,3.0,57.0
2207,0.4,10.0,95.0,2.0,55.0
2208,0.4,16.0,82.0,2.0,60.0
2209,0.4,17.0,82.0,3.0,50.0
2210,0.5,18.0,77.0,3.0,54.0
2211,0.5,16.0,75.0,3.0,66.0
2212,0.5,16.0,70.0,4.0,62.0
2213,0.5,18.0,63.0,4.0,77.0
2214,0.6,18.0,61.0,4.0,74.0
2215,0.6,17.0,52.0,3.0,88.0
2216,0.6,21.0,44.0,2.0,81.0
2217,0.6,22.0,37.0,2.0,87.0
2218,0.6,20.0,34.0,2.0,89.0
2219,0.6,30.0,25.0,2.0,95.0
2220,0.6,18.0,38.0,2.0,92.0
2221,0.5,13.0,47.0,2.0,100.0
2222,0.6,13.0,64.0,2.0,99.0
2223,0.5,10.0,85.0,2.0,92.0
2224,0.5,8.0,101.0,2.0,67.0
2225,0.5,8.0,111.0,2.0,64.0
2226,0.4,6.0,115.0,2.0,49.0
2227,0.4,5.0,124.0,2.0,31.0
2228,0.3,6.0,122.0,2.0,32.0
2229,0.6,6.0,124.0,2.0,24.0
2230,1.0,7.0,122.0,8.0,12.0
2231,1.0,9.0,155.0,8.0,14.0
2232,0.9,8.0,138.0,8.0,3.0
2233,0.9,6.0,118.0,8.0,3.0
2234,0.9,7.0,115.0,8.0,3.0
2235,0.9,9.0,94.0,7.0,3.0
2236,0.9,13.0,74.0,7.0,27.0
2237,0.9,14.0,69.0,8.0,12.0
2238,0.9,13.0,66.0,8.0,13.0
2239,0.9,17.0,56.0,8.0,14.0
2240,0.9,20.0,49.0,7.0,10.0
2241,0.9,19.0,42.0,8.0,26.0
2242,0.9,17.0,41.0,7.0,15.0
2243,0.9,19.0,40.0,7.0,26.0
2244,0.9,16.0,42.0,8.0,24.0
2245,0.9,15.0,52.0,10.0,20.0
2246,0.9,15.0,66.0,13.0,21.0
2247,0.9,15.0,82.0,11.0,19.0
2248,1.0,15.0,108.0,11.0,31.0
2249,1.0,12.0,121.0,11.0,41.0
2250,1.0,9.0,129.0,11.0,3.0
2251,1.0,15.0,151.0,11.0,3.0
2252,1.0,21.0,167.0,12.0,8.0
2253,1.0,25.0,164.0,11.0,5.0
2254,0.9,12.0,134.0,9.0,21.0
2255,0.9,9.0,120.0,8.0,3.0
2256,0.9,8.0,117.0,7.0,14.0
2257,0.9,8.0,121.0,7.0,8.0
2258,0.9,15.0,108.0,8.0,15.0
2259,0.9,22.0,101.0,8.0,11.0
2260,0.9,20.0,90.0,8.0,33.0
2261,0.9,15.0,84.0,8.0,27.0
2262,0.9,17.0,77.0,7.0,16.0
2263,0.9,17.0,69.0,8.0,25.0
2264,0.9,17.0,62.0,2.0,19.0
2265,0.3,24.0,49.0,2.0,16.0
2266,0.2,16.0,55.0,2.0,20.0
2267,0.2,13.0,53.0,2.0,29.0
2268,0.3,14.0,39.0,2.0,33.0
2269,0.3,18.0,48.0,2.0,24.0
2270,0.3,16.0,58.0,5.0,19.0
2271,0.3,14.0,74.0,4.0,23.0
2272,0.3,13.0,110.0,4.0,27.0
2273,0.4,16.0,155.0,5.0,37.0
2274,0.3,11.0,176.0,4.0,53.0
2275,0.3,7.0,184.0,4.0,17.0
2276,0.3,5.0,178.0,4.0,3.0
2277,0.3,8.0,211.0,4.0,6.0
2278,0.4,8.0,237.0,4.0,32.0
2279,0.5,17.0,316.0,6.0,5.0
2280,0.4,14.0,305.0,6.0,17.0
2281,0.4,13.0,265.0,8.0,10.0
2282,0.4,17.0,222.0,9.0,7.0
2283,0.8,23.0,192.0,13.0,32.0
2284,1.2,24.0,185.0,17.0,61.0
2285,1.2,20.0,169.0,17.0,55.0
2286,1.0,17.0,130.0,17.0,30.0
2287,1.1,19.0,106.0,21.0,12.0
2288,1.1,20.0,83.0,23.0,5.0
2289,1.1,21.0,72.0,22.0,3.0
2290,1.1,26.0,59.0,21.0,7.0
2291,1.1,26.0,60.0,19.0,8.0
2292,1.1,39.0,46.0,20.0,8.0
2293,1.1,37.0,45.0,17.0,13.0
2294,1.1,36.0,55.0,17.0,37.0
2295,1.1,36.0,63.0,17.0,29.0
2296,0.9,23.0,85.0,17.0,3.0
2297,0.7,17.0,106.0,16.0,3.0
2298,0.6,14.0,127.0,11.0,3.0
2299,0.5,14.0,140.0,9.0,3.0
2300,0.4,8.0,150.0,6.0,3.0
2301,0.3,7.0,154.0,5.0,3.0
2302,0.3,6.0,160.0,6.0,3.0
2303,0.4,8.0,186.0,8.0,3.0
2304,0.7,12.0,197.0,13.0,3.0
2305,0.7,14.0,179.0,13.0,3.0
2306,0.7,16.0,168.0,14.0,3.0
2307,0.6,15.0,148.0,9.0,3.0
2308,0.4,14.0,124.0,5.0,3.0
2309,0.3,19.0,93.0,5.0,3.0
2310,0.3,20.0,74.0,5.0,3.0
2311,0.3,18.0,71.0,5.0,3.0
2312,0.3,18.0,65.0,7.0,3.0
2313,0.4,16.0,60.0,5.0,3.0
2314,0.4,14.0,61.0,4.0,5.0
2315,0.4,17.0,58.0,5.0,7.0
2316,0.4,18.0,53.0,5.0,13.0
2317,0.4,19.0,60.0,6.0,10.0
2318,0.4,22.0,59.0,6.0,10.0
2319,0.4,22.0,64.0,6.0,15.0
2320,0.4,18.0,87.0,8.0,26.0
2321,0.4,16.0,109.0,8.0,12.0
2322,0.4,14.0,129.0,8.0,3.0
2323,0.4,11.0,150.0,8.0,3.0
2324,0.3,9.0,151.0,7.0,3.0
2325,0.3,6.0,160.0,9.0,7.0
2326,0.6,12.0,178.0,16.0,6.0
2327,0.8,15.0,189.0,15.0,21.0
2328,0.5,14.0,161.0,10.0,10.0
2329,0.4,16.0,145.0,9.0,13.0
2330,0.4,16.0,136.0,8.0,5.0
2331,0.4,15.0,127.0,8.0,4.0
2332,0.4,16.0,118.0,8.0,4.0
2333,0.4,15.0,109.0,7.0,5.0
2334,0.4,15.0,100.0,6.0,8.0
2335,0.5,18.0,78.0,5.0,33.0
2336,0.4,19.0,73.0,5.0,27.0
2337,0.4,25.0,55.0,5.0,27.0
2338,0.4,23.0,63.0,8.0,12.0
2339,0.4,16.0,77.0,7.0,21.0
2340,0.5,18.0,76.0,9.0,26.0
2341,0.5,21.0,83.0,11.0,31.0
2342,0.4,13.0,92.0,9.0,31.0
2343,0.5,15.0,106.0,13.0,18.0
2344,0.7,18.0,112.0,19.0,14.0
2345,0.3,7.0,144.0,6.0,11.0
2346,0.4,8.0,141.0,7.0,17.0
2347,0.3,6.0,160.0,6.0,17.0
2348,0.3,6.0,177.0,6.0,3.0
2349,0.3,7.0,189.0,7.0,14.0
2350,0.4,8.0,206.0,9.0,9.0
2351,0.5,11.0,200.0,9.0,22.0
2352,0.6,12.0,191.0,8.0,21.0
2353,0.5,13.0,178.0,8.0,25.0
2354,0.6,14.0,167.0,8.0,27.0
2355,0.7,16.0,146.0,9.0,34.0
2356,0.7,17.0,137.0,9.0,29.0
2357,0.7,17.0,124.0,9.0,38.0
2358,0.6,13.0,128.0,5.0,45.0
2359,0.6,14.0,115.0,5.0,44.0
2360,0.6,17.0,98.0,5.0,40.0
2361,0.6,14.0,109.0,7.0,40.0
2362,0.6,13.0,117.0,7.0,46.0
2363,0.6,15.0,111.0,8.0,39.0
2364,0.6,16.0,112.0,10.0,44.0
2365,0.6,14.0,133.0,8.0,29.0
2366,0.6,13.0,144.0,8.0,43.0
2367,0.6,11.0,156.0,8.0,40.0
2368,0.5,9.0,177.0,9.0,33.0
2369,0.5,8.0,186.0,9.0,29.0
2370,0.6,9.0,195.0,7.0,22.0
2371,0.6,10.0,211.0,8.0,31.0
2372,0.5,11.0,210.0,6.0,28.0
2373,0.5,11.0,207.0,6.0,32.0
2374,0.6,13.0,211.0,6.0,31.0
2375,0.5,15.0,201.0,5.0,30.0
2376,0.5,17.0,188.0,5.0,31.0
2377,0.5,18.0,173.0,4.0,29.0
2378,0.6,27.0,144.0,4.0,37.0
2379,0.6,27.0,132.0,4.0,45.0
2380,0.5,18.0,124.0,3.0,53.0
2381,0.5,14.0,125.0,3.0,44.0
2382,0.5,15.0,120.0,3.0,46.0
2383,0.6,21.0,108.0,3.0,43.0
2384,0.6,23.0,96.0,3.0,46.0
2385,0.6,18.0,104.0,3.0,55.0
2386,0.6,30.0,83.0,6.0,46.0
2387,0.5,24.0,99.0,9.0,45.0
2388,0.5,20.0,112.0,8.0,41.0
2389,0.5,13.0,149.0,5.0,42.0
2390,0.5,10.0,168.0,4.0,35.0
2391,0.5,8.0,175.0,4.0,43.0
2392,0.4,8.0,181.0,4.0,41.0
2393,0.4,8.0,192.0,4.0,25.0
2394,0.4,9.0,199.0,4.0,27.0
2395,0.4,8.0,197.0,4.0,3.0
2396,0.4,6.0,192.0,4.0,3.0
2397,0.4,7.0,209.0,3.0,7.0
2398,0.4,9.0,224.0,3.0,4.0
2399,0.4,12.0,201.0,3.0,3.0
2400,0.4,23.0,170.0,3.0,8.0
2401,0.4,31.0,137.0,3.0,26.0
2402,0.4,33.0,122.0,3.0,23.0
2403,0.4,40.0,101.0,4.0,14.0
2404,0.4,33.0,92.0,4.0,36.0
2405,0.4,22.0,92.0,3.0,34.0
2406,0.3,17.0,97.0,2.0,32.0
2407,0.4,17.0,89.0,2.0,37.0
2408,0.4,19.0,77.0,2.0,37.0
2409,0.4,26.0,68.0,2.0,31.0
2410,0.4,25.0,71.0,2.0,27.0
2411,0.4,28.0,65.0,3.0,51.0
2412,0.4,26.0,85.0,7.0,40.0
2413,0.5,20.0,126.0,8.0,58.0
2414,0.4,16.0,170.0,6.0,44.0
2415,0.3,10.0,193.0,3.0,43.0
2416,0.3,7.0,195.0,2.0,10.0
2417,0.3,7.0,195.0,2.0,27.0
2418,0.4,8.0,230.0,2.0,20.0
2419,0.4,7.0,224.0,2.0,3.0
2420,0.4,6.0,217.0,2.0,3.0
2421,0.4,7.0,213.0,2.0,3.0
2422,0.4,10.0,246.0,2.0,3.0
2423,0.4,14.0,226.0,2.0,3.0
2424,0.4,19.0,214.0,2.0,12.0
2425,0.4,22.0,212.0,2.0,24.0
2426,0.5,26.0,199.0,5.0,36.0
2427,0.5,30.0,178.0,8.0,48.0
2428,0.5,35.0,145.0,8.0,55.0
2429,0.5,30.0,136.0,6.0,66.0
2430,0.5,24.0,114.0,3.0,75.0
2431,0.5,22.0,105.0,2.0,65.0
2432,0.5,20.0,102.0,2.0,57.0
2433,0.5,20.0,93.0,2.0,64.0
2434,0.5,21.0,89.0,2.0,61.0
2435,0.6,19.0,84.0,2.0,69.0
2436,0.6,22.0,117.0,4.0,83.0
2437,0.6,27.0,139.0,5.0,75.0
2438,0.7,23.0,201.0,7.0,94.0
2439,0.7,17.0,263.0,8.0,96.0
2440,0.5,10.0,229.0,5.0,42.0
2441,0.6,19.0,279.0,6.0,60.0
2442,0.6,12.0,284.0,4.0,38.0
2443,0.4,7.0,245.0,3.0,88.0
2444,0.5,6.0,237.0,3.0,44.0
2445,0.5,8.0,254.0,4.0,22.0
2446,0.5,9.0,246.0,4.0,20.0
2447,0.5,12.0,258.0,6.0,41.0
2448,0.4,14.0,225.0,4.0,30.0
2449,0.5,17.0,207.0,4.0,39.0
2450,0.4,18.0,196.0,4.0,44.0
2451,0.4,17.0,192.0,4.0,51.0
2452,0.4,17.0,178.0,4.0,58.0
2453,0.5,30.0,108.0,6.0,93.0
2454,0.6,35.0,102.0,9.0,87.0
2455,0.6,34.0,115.0,12.0,103.0
2456,0.7,33.0,147.0,13.0,106.0
2457,0.7,25.0,209.0,12.0,102.0
2458,0.7,20.0,258.0,12.0,78.0
2459,0.6,18.0,272.0,11.0,83.0
2460,0.6,12.0,294.0,10.0,65.0
2461,0.6,12.0,302.0,10.0,73.0
2462,0.6,11.0,313.0,9.0,91.0
2463,0.7,10.0,310.0,8.0,91.0
2464,0.7,9.0,301.0,9.0,75.0
2465,0.9,12.0,320.0,13.0,98.0
2466,0.8,14.0,311.0,13.0,107.0
2467,0.7,16.0,280.0,11.0,96.0
2468,0.6,17.0,239.0,8.0,75.0
2469,0.6,17.0,217.0,8.0,80.0
2470,0.7,19.0,205.0,10.0,102.0
